text,label,notes
"Ornette Coleman's The Shape of Jazz to Come was recorded in 1959 for Atlantic with Don Cherry, Charlie Haden, and Billy Higgins. Its piano-less quartet format and looser harmonic method made it a landmark in the early development of free jazz.",information,
"Alice Coltrane's Ptah, the El Daoud was recorded in 1970 and features Pharoah Sanders and Joe Henderson on reeds, plus Ron Carter and Ben Riley. The album mixes modal jazz, harp, piano, and spiritual atmosphere in a compact small-group setting.",information,
"Herbie Hancock's Maiden Voyage was recorded for Blue Note in 1965 with Freddie Hubbard, George Coleman, Ron Carter, and Tony Williams. The nautical theme ties together compositions like ""Maiden Voyage,"" ""The Eye of the Hurricane,"" and ""Dolphin Dance.""",information,
"Duke Ellington premiered Black, Brown and Beige at Carnegie Hall in 1943 as an extended work about African American history. Though the original reception was mixed, later versions and excerpts became important examples of Ellington's large-scale compositional ambition.",information,
"Mary Lou Williams's Zodiac Suite began as a set of pieces associated with astrological signs and was performed in the mid-1940s, including a Carnegie Hall presentation in 1946. The music connects swing-era language with modern harmony and chamber-like structure.",information,
"Bossa nova entered the U.S. jazz mainstream in the early 1960s through recordings by Stan Getz, Charlie Byrd, Joao Gilberto, and Antonio Carlos Jobim. Getz/Gilberto, released in 1964, became one of the best-known crossover albums in jazz history.",information,
"ECM Records was founded in Munich in 1969 by producer Manfred Eicher. The label became known for spacious engineering, distinctive cover design, and artists such as Keith Jarrett, Jan Garbarek, Chick Corea, Pat Metheny, and the Art Ensemble of Chicago.",information,
"Max Roach's We Insist! Freedom Now Suite was released by Candid in 1960 and includes Abbey Lincoln, Coleman Hawkins, Olatunji, and others. The album directly addresses civil rights and African independence movements through composed sections and intense improvisation.",information,
"Weather Report's Heavy Weather, released in 1977, includes ""Birdland"" and features Joe Zawinul, Wayne Shorter, Jaco Pastorius, Alex Acuna, and Manolo Badrena. It became one of the most commercially successful jazz fusion albums of the decade.",information,
"Sarah Vaughan's mid-1950s EmArcy recordings, including Sarah Vaughan with Clifford Brown, paired her voice with major modern jazz players. The 1954 Brown session is often cited for its combination of vocal control, bebop phrasing, and small-group intensity.",information,
"The Clifford Brown and Max Roach Quintet operated from 1954 until Brown's death in 1956. With Harold Land or Sonny Rollins on tenor, Richie Powell on piano, and George Morrow on bass, the group became a model for hard bop small-group playing.",information,
"Louis Armstrong's Hot Five and Hot Seven recordings from 1925 to 1928 are central documents of early jazz. They shifted attention toward the improvised soloist, with Armstrong's trumpet, timing, and vocal personality setting a new standard.",information,
"Coleman Hawkins recorded ""Body and Soul"" in 1939, largely improvising around the song's harmony rather than stating the melody directly. The record became a major example of how a popular song could become a vehicle for modern jazz improvisation.",information,
"The Village Vanguard opened in Greenwich Village in 1935 and became one of New York's most important jazz clubs. Classic live recordings there include sessions by Sonny Rollins, John Coltrane, Bill Evans, Keith Jarrett, and many others.",information,
"Sun Ra moved from Birmingham to Chicago and later built the Arkestra into one of jazz's most unusual long-running ensembles. His work combined swing, free improvisation, electronic keyboards, poetry, costumes, and a self-created cosmic mythology.",information,
"Art Blakey and the Jazz Messengers' Moanin' was recorded for Blue Note in 1958 with Lee Morgan, Benny Golson, Bobby Timmons, and Jymie Merritt. Timmons's title track became a hard bop anthem with a strong gospel-blues feel.",information,
"The Dave Brubeck Quartet's Time Out was released by Columbia in 1959 and focused on unusual meters. ""Take Five,"" composed by Paul Desmond in 5/4, became one of the rare jazz instrumentals to reach broad popular recognition.",information,
"Jazz at Massey Hall was recorded in Toronto in 1953 with Charlie Parker, Dizzy Gillespie, Bud Powell, Charles Mingus, and Max Roach. The concert is often described as one of the last major documents of the bebop founders together.",information,
"Jaco Pastorius's self-titled 1976 debut album features both electric bass showcases and arranged ensemble pieces. Tracks like ""Donna Lee"" and ""Continuum"" helped establish Pastorius as a defining voice on fretless electric bass.",information,
"Grant Green's Idle Moments was recorded for Blue Note in 1963 with Joe Henderson, Bobby Hutcherson, Duke Pearson, Bob Cranshaw, and Al Harewood. The extended title track is known for its relaxed tempo and spacious soloing.",information,
"Dexter Gordon's Go was recorded for Blue Note in 1962 with Sonny Clark, Butch Warren, and Billy Higgins. The album captures Gordon after his return to prominence, with a relaxed tenor sound and direct versions of standards and blues.",information,
"Wayne Shorter's Speak No Evil was recorded in 1964 with Freddie Hubbard, Herbie Hancock, Ron Carter, and Elvin Jones. Its compositions use memorable melodies and ambiguous harmonies, making it a key document of 1960s post-bop writing.",information,
"The Association for the Advancement of Creative Musicians, or AACM, was founded in Chicago in 1965. Members including Muhal Richard Abrams, Roscoe Mitchell, Anthony Braxton, Henry Threadgill, and the Art Ensemble of Chicago expanded the language of experimental jazz.",information,
"Verve Records was founded by Norman Granz in 1956, partly to provide a home for Ella Fitzgerald's recordings. The label also documented major work by artists including Oscar Peterson, Billie Holiday, Stan Getz, and many others.",information,
Lee Morgan's The Sidewinder was recorded for Blue Note in 1963 and became an unexpected commercial hit. Its title track blended hard bop improvising with a catchy boogaloo-style groove that helped influence later soul-jazz records.,information,
"John Coltrane's A Love Supreme was recorded in December 1964 with McCoy Tyner, Jimmy Garrison, and Elvin Jones. The four-part suite was released by Impulse! in 1965 and is widely treated as a central spiritual statement in jazz.",information,
"Billie Holiday recorded ""Strange Fruit"" for Commodore in 1939 after Columbia declined to release it. Written by Abel Meeropol, the song's anti-lynching text and Holiday's restrained delivery made it one of the most significant protest recordings in American music.",information,
"Sonny Rollins's The Bridge, released in 1962, marked his return after a period of withdrawal from recording and public performance. The title refers partly to his practice sessions on the Williamsburg Bridge in New York.",information,
"McCoy Tyner's The Real McCoy was recorded for Blue Note in 1967 after his years with John Coltrane's classic quartet. With Joe Henderson, Ron Carter, and Elvin Jones, the album presents Tyner's modal language in a strong leader setting.",information,
"Candid Records documented several politically and artistically bold jazz projects around 1960 and 1961. The catalog includes work by Charles Mingus, Max Roach, Abbey Lincoln, Booker Little, Cecil Taylor, and others during a short but influential period.",information,
"Ken Burns's Jazz documentary aired on PBS in 2001 as a multi-part history of the music. The series brought archival footage and interviews to a broad audience, while also sparking debate about which later styles and artists received less attention.",information,
"Joe Henderson's Page One was recorded for Blue Note in 1963 with Kenny Dorham, McCoy Tyner, Butch Warren, and Pete La Roca. It introduced Henderson as a leader and includes Dorham's widely played composition ""Blue Bossa.""",information,
"Ahmad Jamal's At the Pershing: But Not for Me was recorded live in Chicago in 1958. The album's version of ""Poinciana"" became especially popular, highlighting Jamal's use of space, dynamics, and tight trio arrangements.",information,
"Oscar Peterson recorded Night Train for Verve in 1962 with Ray Brown and Ed Thigpen. The album uses short, blues-centered performances and became one of Peterson's most accessible trio records without sacrificing his technical command.",information,
"Cannonball Adderley's Mercy, Mercy, Mercy! Live at ""The Club"" was released in 1967 and features Joe Zawinul's hit title tune. Despite the club framing, the recording was made before an invited audience in a Capitol studio.",information,
The Tony Williams Lifetime's Emergency! was released in 1969 and features Williams with John McLaughlin and Larry Young. Its loud organ-guitar-drums format became one of the early statements linking jazz improvisation with rock volume and energy.,information,
